year;month;AC;province;party;nElectoresProvince;nVotosCandidaturasProvince;nElectoresAC;nVotosCandidaturaAC;nVotosPartyProv;sumVotesEachPartyACTotal;sumVotesEachPartyACTotalDividedBynVotosCandidaturaAC;totalDepsProv;totalDepsAvailableInAC;nDepsPerProvPerYear;totalDepsPerPartyPerAC;totalDepsPerPartyPerACDividedByTotalDepsAvailablePerAC
1991;5;Castilla-La Mancha;Toledo;CDS;378455;282040;1304996;929674;6110;32793;0.035273655066185;11;47;0;0;0
1991;5;Extremadura;Badajoz;CDS;498090;346828;824866;576003;20698;33291;0.057796573976177;35;65;2;3;0.046153846153846
1991;5;Extremadura;Caceres;CDS;326776;229175;824866;576003;12593;33291;0.057796573976177;30;65;1;3;0.046153846153846
1991;5;La Rioja;La Rioja;CDS;210080;141220;210080;141220;6271;6271;0.044405891516782;33;33;0;0;0
1991;5;Murcia;Murcia;CDS;778256;522802;778256;512928;25938;25938;0.050568500842224;45;45;0;0;0
1991;5;Navarra;Navarra;CDS;414913;271045;414913;271045;5650;5650;0.02084524709919;50;50;0;0;0
1991;5;Madrid;Madrid;CDS;3837680;2213472;3837680;2213472;75081;75081;0.033920013444941;101;101;0;0;0
1991;5;Aragon;NA;CDS;NA;NA;955074;604224;NA;18924;0.031319510645059;NA;67;NA;0;0
1991;5;Illes Baleares;Illes Baleares;CDS;566243;335754;566243;335754;9938;9938;0.029599051686652;59;59;0;0;0
1991;5;Valencia;NA;CDS;NA;NA;2916465;1987503;NA;76433;0.038456797297916;NA;89;NA;0;0
1991;5;Canarias;NA;AIC;NA;NA;NA;691897;NA;157859;NA;NA;60;NA;16;NA
1991;5;Canarias;NA;AIC;NA;NA;NA;691897;NA;157859;0.228153901520024;NA;60;NA;16;0.266666666666667
1990;10;Pais Vasco;Álava;UA;NA;NA;NA;1016719;14034;14351;0.014115011128935;25;75;3;3;0.04
1990;10;Pais Vasco;Guipúzcoa;UA;NA;NA;NA;1016719;134;14351;0.014115011128935;25;75;0;3;0.04
1990;10;Pais Vasco;Vizcaya;UA;NA;NA;NA;1016719;183;14351;0.014115011128935;25;75;0;3;0.04
1990;6;Andalucia;NA;PSOE;NA;NA;5007675;2747041;NA;1368576;0.498200063268077;NA;109;NA;62;0.568807339449541
1990;10;Pais Vasco;Álava;PSE-PSOE;NA;NA;NA;1016719;26894;202736;0.199402194706699;25;75;6;16;0.213333333333333
1990;10;Pais Vasco;Guipúzcoa;PSE-PSOE;NA;NA;NA;1016719;63922;202736;0.199402194706699;25;75;5;16;0.213333333333333
1990;10;Pais Vasco;Vizcaya;PSE-PSOE;NA;NA;NA;1016719;111920;202736;0.199402194706699;25;75;5;16;0.213333333333333
1990;6;Andalucia;NA;PP;NA;NA;5007675;2747041;NA;611903;0.222749860668261;NA;109;NA;26;0.238532110091743
1990;10;Pais Vasco;Álava;PP;NA;NA;NA;1016719;13758;83711;0.082334450325016;25;75;3;6;0.08
1990;10;Pais Vasco;Guipúzcoa;PP;NA;NA;NA;1016719;21556;83711;0.082334450325016;25;75;1;6;0.08
1990;10;Pais Vasco;Vizcaya;PP;NA;NA;NA;1016719;48397;83711;0.082334450325016;25;75;2;6;0.08
1990;10;Pais Vasco;Álava;PNV;NA;NA;NA;1016719;28341;289701;0.284937136022834;25;75;6;22;0.293333333333333
1990;10;Pais Vasco;Guipúzcoa;PNV;NA;NA;NA;1016719;68457;289701;0.284937136022834;25;75;6;22;0.293333333333333
1990;10;Pais Vasco;Vizcaya;PNV;NA;NA;NA;1016719;192903;289701;0.284937136022834;25;75;10;22;0.293333333333333
1990;6;Andalucia;NA;PA;NA;NA;5007675;2747041;NA;296613;0.107975454316117;NA;109;NA;10;0.091743119266055
1990;6;Andalucia;NA;IU;NA;NA;5007675;2747041;NA;349659;0.127285686671586;NA;109;NA;11;0.100917431192661
1990;10;Pais Vasco;Álava;IU;NA;NA;NA;1016719;1451;14440;0.014202547606566;25;75;0;0;0
1990;10;Pais Vasco;Guipúzcoa;IU;NA;NA;NA;1016719;3380;14440;0.014202547606566;25;75;0;0;0
1990;10;Pais Vasco;Vizcaya;IU;NA;NA;NA;1016719;9609;14440;0.014202547606566;25;75;0;0;0
1990;10;Pais Vasco;Álava;HB;NA;NA;NA;1016719;16139;186410;0.183344660619109;25;75;3;13;0.173333333333333
1990;10;Pais Vasco;Guipúzcoa;HB;NA;NA;NA;1016719;79224;186410;0.183344660619109;25;75;6;13;0.173333333333333
1990;10;Pais Vasco;Vizcaya;HB;NA;NA;NA;1016719;91047;186410;0.183344660619109;25;75;4;13;0.173333333333333
1990;10;Pais Vasco;Álava;EE;NA;NA;NA;1016719;8526;79105;0.077804191718656;25;75;2;6;0.08
1990;10;Pais Vasco;Guipúzcoa;EE;NA;NA;NA;1016719;29596;79105;0.077804191718656;25;75;2;6;0.08
1990;10;Pais Vasco;Vizcaya;EE;NA;NA;NA;1016719;40983;79105;0.077804191718656;25;75;2;6;0.08
1990;10;Pais Vasco;Álava;EA;NA;NA;NA;1016719;10332;115703;0.11380037158743;25;75;2;9;0.12
1990;10;Pais Vasco;Guipúzcoa;EA;NA;NA;NA;1016719;60449;115703;0.11380037158743;25;75;5;9;0.12
1990;10;Pais Vasco;Vizcaya;EA;NA;NA;NA;1016719;44922;115703;0.11380037158743;25;75;2;9;0.12
1990;6;Andalucia;NA;CDS;NA;NA;5007675;2747041;NA;32654;0.011886972200269;NA;109;NA;0;0
1990;10;Pais Vasco;Álava;CDS;NA;NA;NA;1016719;2436;6680;0.006570153601929;25;75;0;0;0
1990;10;Pais Vasco;Guipúzcoa;CDS;NA;NA;NA;1016719;1175;6680;0.006570153601929;25;75;0;0;0
1990;10;Pais Vasco;Vizcaya;CDS;NA;NA;NA;1016719;3069;6680;0.006570153601929;25;75;0;0;0
1989;12;Galicia;La Coruña;PSOE;883177;515512;2246455;1320613;182970;433256;0.32807188782785;24;75;10;28;0.373333333333333
1989;12;Galicia;Lugo;PSOE;335256;209659;2246455;1320613;65058;433256;0.32807188782785;15;75;5;28;0.373333333333333
1989;12;Galicia;Orense;PSOE;343814;184564;2246455;1320613;60712;433256;0.32807188782785;15;75;6;28;0.373333333333333
1989;12;Galicia;Pontevedra;PSOE;684208;410878;2246455;1320613;124516;433256;0.32807188782785;21;75;7;28;0.373333333333333
1989;12;Galicia;La Coruña;PP;883177;515512;2246455;1320613;211847;583579;0.44190008730794;24;75;11;38;0.506666666666667
1989;12;Galicia;Lugo;PP;335256;209659;2246455;1320613;101146;583579;0.44190008730794;15;75;8;38;0.506666666666667
1989;12;Galicia;Orense;PP;343814;184564;2246455;1320613;81563;583579;0.44190008730794;15;75;8;38;0.506666666666667
1989;12;Galicia;Pontevedra;PP;684208;410878;2246455;1320613;189023;583579;0.44190008730794;21;75;11;38;0.506666666666667
1989;12;Galicia;La Coruña;IU;883177;515512;2246455;1320613;225;530;0.000401328776863;24;75;0;0;0
1989;12;Galicia;Lugo;IU;335256;209659;2246455;1320613;77;530;0.000401328776863;15;75;0;0;0
1989;12;Galicia;Orense;IU;343814;184564;2246455;1320613;73;530;0.000401328776863;15;75;0;0;0
1989;12;Galicia;Pontevedra;IU;684208;410878;2246455;1320613;155;530;0.000401328776863;21;75;0;0;0
1989;12;Galicia;La Coruña;CDS;883177;515512;2246455;1320613;15586;38214;0.028936562035964;24;75;0;0;0
1989;12;Galicia;Lugo;CDS;335256;209659;2246455;1320613;5499;38214;0.028936562035964;15;75;0;0;0
1989;12;Galicia;Orense;CDS;343814;184564;2246455;1320613;6349;38214;0.028936562035964;15;75;0;0;0
1989;12;Galicia;Pontevedra;CDS;684208;410878;2246455;1320613;10780;38214;0.028936562035964;21;75;0;0;0
1989;12;Galicia;La Coruña;BNG;883177;515512;2246455;1320613;48257;105703;0.080040859812829;24;75;2;5;0.066666666666667
1989;12;Galicia;Lugo;BNG;335256;209659;2246455;1320613;13902;105703;0.080040859812829;15;75;1;5;0.066666666666667
1989;12;Galicia;Orense;BNG;343814;184564;2246455;1320613;10086;105703;0.080040859812829;15;75;0;5;0.066666666666667
1989;12;Galicia;Pontevedra;BNG;684208;410878;2246455;1320613;33458;105703;0.080040859812829;21;75;2;5;0.066666666666667
1988;5;Catalonia;NA;PSC-PSOE;NA;NA;4564389;2678989;NA;802828;0.299675735883947;NA;135;NA;42;0.311111111111111
1988;5;Catalonia;NA;IU;NA;NA;4564389;2678989;NA;209211;0.078093265780487;NA;135;NA;9;0.066666666666667
1988;5;Catalonia;NA;ERC;NA;NA;4564389;2678989;NA;111647;0.041675049804236;NA;135;NA;6;0.044444444444445
1988;5;Catalonia;NA;CIU;NA;NA;4564389;2678989;NA;1232514;0.460066838646967;NA;135;NA;69;0.511111111111111
1988;5;Catalonia;NA;CDS;NA;NA;4564389;2678989;NA;103351;0.038578359224319;NA;135;NA;3;0.022222222222222
1988;5;Catalonia;NA;AP;NA;NA;4564389;2678989;NA;143241;0.053468304647761;NA;135;NA;6;0.044444444444445
1987;6;Valencia;NA;UV;NA;NA;2727703;1986732;NA;183541;0.092383371285105;NA;89;NA;6;0.067415730337079
1987;6;Navarra;Navarra;UPN;393326;279445;393326;279445;69419;69419;0.248417398772567;50;50;14;14;0.28
1987;6;Illes Baleares;Illes Baleares;UM;507258;330600;507258;330600;30186;30186;0.091306715063521;59;59;4;4;0.067796610169492
1987;6;Asturias;Asturias;PSOE;868611;565255;868611;565255;222326;222326;0.393319829103679;45;45;20;20;0.444444444444444
1987;6;Canarias;NA;PSOE;NA;NA;NA;663642;NA;185836;0.2795;NA;60;NA;21;0.35
1987;6;Cantabria;Cantabria;PSOE;395043;291726;395043;291726;87230;87230;0.299013457833721;39;39;13;13;0.333333333333333
1987;6;Castilla y Leon;NA;PSOE;NA;NA;1997693;1413542;NA;488469;0.345563838923782;NA;84;NA;32;0.380952380952381
1987;6;Castilla-La Mancha;Albacete;PSOE;249761;177991;1259742;927222;87833;435121;0.469273809292704;10;47;6;25;0.531914893617021
1987;6;Castilla-La Mancha;Ciudad Real;PSOE;362838;256038;1259742;927222;129581;435121;0.469273809292704;11;47;6;25;0.531914893617021
1987;6;Castilla-La Mancha;Cuenca;PSOE;167803;125136;1259742;927222;56445;435121;0.469273809292704;8;47;4;25;0.531914893617021
1987;6;Castilla-La Mancha;Guadalajara;PSOE;113381;84451;1259742;927222;32549;435121;0.469273809292704;7;47;3;25;0.531914893617021
1987;6;Castilla-La Mancha;Toledo;PSOE;365959;283606;1259742;927222;128713;435121;0.469273809292704;11;47;6;25;0.531914893617021
1987;6;Extremadura;Badajoz;PSOE;490277;357076;808654;590877;186753;292935;0.495763077594829;35;65;19;34;0.523076923076923
1987;6;Extremadura;Caceres;PSOE;318377;233801;808654;590877;106182;292935;0.495763077594829;30;65;15;34;0.523076923076923
1987;6;La Rioja;La Rioja;PSOE;202053;141808;202053;141808;57178;57178;0.403207153334086;33;33;14;14;0.424242424242424
1987;6;Murcia;Murcia;PSOE;702068;507584;702068;501654;221377;221377;0.441294198790401;45;45;25;25;0.555555555555556
1987;6;Aragon;NA;PSOE;NA;NA;927862;629712;NA;227877;0.361874952359174;NA;67;NA;27;0.402985074626866
1987;6;Illes Baleares;Illes Baleares;PSOE;507258;330600;507258;330600;107762;107762;0.325958862673926;59;59;21;21;0.35593220338983
1987;6;Madrid;Madrid;PSOE;NA;NA;NA;2384276;NA;932878;0.391262588727144;NA;96;NA;40;0.425531914893617
1987;6;Valencia;NA;PSOE;NA;NA;2727703;1986732;NA;828961;0.417248526726302;NA;89;NA;42;0.471910112359551
1987;6;Navarra;Navarra;PSN-PSOE;393326;279445;393326;279445;78453;78453;0.280745763924923;50;50;15;15;0.3
1987;6;Illes Baleares;Illes Baleares;PSM;507258;330600;507258;330600;20770;20770;0.062825166364186;59;59;4;4;0.067796610169492
1987;6;La Rioja;La Rioja;PRP;202053;141808;202053;141808;9212;9212;0.064961074128399;33;33;2;2;0.060606060606061
1987;6;Cantabria;Cantabria;PRC;395043;291726;395043;291726;37950;37950;0.130087822134469;39;39;5;5;0.128205128205128
1987;6;Navarra;Navarra;PNV;NA;NA;NA;279445;NA;2661;0.009522446277443;NA;50;NA;0;0
1987;6;Aragon;NA;PAR;NA;NA;927862;629712;NA;179732;0.285419366313489;NA;67;NA;19;0.283582089552239
1987;6;Castilla-La Mancha;Albacete;OTROS;249761;177991;1259742;927222;4566;25958;0.02799545308459;10;47;0;0;0
1987;6;Castilla-La Mancha;Ciudad Real;OTROS;362838;256038;1259742;927222;7722;25958;0.02799545308459;11;47;0;0;0
1987;6;Castilla-La Mancha;Cuenca;OTROS;167803;125136;1259742;927222;6898;25958;0.02799545308459;8;47;0;0;0
1987;6;Castilla-La Mancha;Guadalajara;OTROS;113381;84451;1259742;927222;3097;25958;0.02799545308459;7;47;0;0;0
1987;6;Castilla-La Mancha;Toledo;OTROS;365959;283606;1259742;927222;3675;25958;0.02799545308459;11;47;0;0;0
1987;6;Canarias;NA;IU;NA;NA;NA;663642;NA;40710;NA;NA;60;NA;2;NA
1987;6;Asturias;Asturias;IU;868611;565255;868611;565255;69175;69175;0.12237839559137;45;45;4;4;0.088888888888889
1987;6;Cantabria;Cantabria;IU;395043;291726;395043;291726;10659;10659;0.036537710042986;39;39;0;0;0
1987;6;Castilla y Leon;NA;IU;NA;NA;1997693;1413542;NA;54676;0.038680138262606;NA;84;NA;0;0
1987;6;Castilla-La Mancha;Albacete;IU;249761;177991;1259742;927222;11854;50366;0.05431924609209;10;47;0;0;0
1987;6;Castilla-La Mancha;Ciudad Real;IU;362838;256038;1259742;927222;14272;50366;0.05431924609209;11;47;0;0;0
1987;6;Castilla-La Mancha;Cuenca;IU;167803;125136;1259742;927222;3304;50366;0.05431924609209;8;47;0;0;0
1987;6;Castilla-La Mancha;Guadalajara;IU;113381;84451;1259742;927222;4382;50366;0.05431924609209;7;47;0;0;0
1987;6;Castilla-La Mancha;Toledo;IU;365959;283606;1259742;927222;16554;50366;0.05431924609209;11;47;0;0;0
1987;6;Extremadura;Badajoz;IU;490277;357076;808654;590877;25183;32240;0.054562963188616;35;65;2;2;0.030769230769231
1987;6;Extremadura;Caceres;IU;318377;233801;808654;590877;7057;32240;0.054562963188616;30;65;0;2;0.030769230769231
1987;6;La Rioja;La Rioja;IU;202053;141808;202053;141808;3478;3478;0.024526119823987;33;33;0;0;0
1987;6;Murcia;Murcia;IU;702068;507584;702068;501654;37757;37757;0.075265023302914;45;45;1;1;0.022222222222222
1987;6;Navarra;Navarra;IU;393326;279445;393326;279445;3802;3802;0.013605539551611;50;50;0;0;0
1987;6;Aragon;NA;IU;NA;NA;927862;629712;NA;31180;0.049514698782936;NA;67;NA;2;0.029850746268657
1987;6;Illes Baleares;Illes Baleares;IU;507258;330600;507258;330600;7403;7403;0.022392619479734;59;59;0;0;0
1987;6;Valencia;NA;IU;NA;NA;2727703;1986732;NA;159579;0.080322358526465;NA;89;NA;6;0.067415730337079
1987;6;Madrid;Madrid;IU;NA;NA;NA;2384276;NA;181512;0.076128770326925;NA;96;NA;7;0.074468085106383
1987;6;Navarra;Navarra;HB;393326;279445;393326;279445;38111;38111;0.136381040991966;50;50;7;7;0.14
1987;6;Extremadura;Badajoz;EU;490277;357076;808654;590877;5881;34606;0.058567180648426;35;65;0;4;0.061538461538462
1987;6;Extremadura;Caceres;EU;318377;233801;808654;590877;28725;34606;0.058567180648426;30;65;4;4;0.061538461538462
1987;6;Navarra;Navarra;EA;393326;279445;393326;279445;19840;19840;0.070997870779581;50;50;4;4;0.08
1987;6;Aragon;NA;CHA;NA;NA;927862;629712;NA;6157;0.00977748558071;NA;67;NA;0;0
1987;6;Asturias;Asturias;CDS;868611;565255;868611;565255;106155;106155;0.187800196371549;45;45;8;8;0.177777777777778
1987;6;Canarias;NA;CDS;NA;NA;NA;663642;NA;130167;0.196;NA;60;NA;13;0.216666666666667
1987;6;Cantabria;Cantabria;CDS;395043;291726;395043;291726;19370;19370;0.066397921337145;39;39;2;2;0.051282051282051
1987;6;Castilla y Leon;NA;CDS;NA;NA;1997693;1413542;NA;278253;0.196848059696847;NA;84;NA;18;0.214285714285714
1987;6;Castilla-La Mancha;Albacete;CDS;249761;177991;1259742;927222;19471;98539;0.10627336279769;10;47;1;4;0.085106382978723
1987;6;Castilla-La Mancha;Ciudad Real;CDS;362838;256038;1259742;927222;29773;98539;0.10627336279769;11;47;1;4;0.085106382978723
1987;6;Castilla-La Mancha;Cuenca;CDS;167803;125136;1259742;927222;11142;98539;0.10627336279769;8;47;0;4;0.085106382978723
1987;6;Castilla-La Mancha;Guadalajara;CDS;113381;84451;1259742;927222;9021;98539;0.10627336279769;7;47;1;4;0.085106382978723
1987;6;Castilla-La Mancha;Toledo;CDS;365959;283606;1259742;927222;29132;98539;0.10627336279769;11;47;1;4;0.085106382978723
1987;6;Extremadura;Badajoz;CDS;490277;357076;808654;590877;47502;73554;0.124482760371448;35;65;5;8;0.123076923076923
1987;6;Extremadura;Caceres;CDS;318377;233801;808654;590877;26052;73554;0.124482760371448;30;65;3;8;0.123076923076923
1987;6;La Rioja;La Rioja;CDS;202053;141808;202053;141808;15640;15640;0.110289969536274;33;33;4;4;0.121212121212121
1987;6;Murcia;Murcia;CDS;702068;507584;702068;501654;60419;60419;0.120439585850008;45;45;3;3;0.066666666666667
1987;6;Navarra;Navarra;CDS;393326;279445;393326;279445;21022;21022;0.075227683443969;50;50;4;4;0.08
1987;6;Aragon;NA;CDS;NA;NA;927862;629712;NA;65401;0.103858589323373;NA;67;NA;6;0.08955223880597
1987;6;Illes Baleares;Illes Baleares;CDS;507258;330600;507258;330600;34046;34046;0.102982456140351;59;59;5;5;0.084745762711864
1987;6;Valencia;NA;CDS;NA;NA;2727703;1986732;NA;225663;0.113585023042866;NA;89;NA;10;0.112359550561798
1987;6;Madrid;Madrid;CDS;NA;NA;NA;2384276;NA;403440;0.169208598333414;NA;96;NA;17;0.180851063829787
1987;6;Asturias;Asturias;AP;868611;565255;868611;565255;144379;144379;0.255422773792359;45;45;13;13;0.288888888888889
1987;6;Canarias;NA;AP;NA;NA;NA;663642;NA;74689;0.1125;NA;60;NA;6;0.1
1987;6;Cantabria;Cantabria;AP;395043;291726;395043;291726;122964;122964;0.421505110960285;39;39;19;19;0.487179487179487
1987;6;Castilla y Leon;NA;AP;NA;NA;1997693;1413542;NA;493488;0.349114493944998;NA;84;NA;32;0.380952380952381
1987;6;Castilla-La Mancha;Albacete;AP;249761;177991;1259742;927222;55425;319978;0.345093192353072;10;47;3;18;0.382978723404255
1987;6;Castilla-La Mancha;Ciudad Real;AP;362838;256038;1259742;927222;74690;319978;0.345093192353072;11;47;4;18;0.382978723404255
1987;6;Castilla-La Mancha;Cuenca;AP;167803;125136;1259742;927222;48731;319978;0.345093192353072;8;47;4;18;0.382978723404255
1987;6;Castilla-La Mancha;Guadalajara;AP;113381;84451;1259742;927222;35900;319978;0.345093192353072;7;47;3;18;0.382978723404255
1987;6;Castilla-La Mancha;Toledo;AP;365959;283606;1259742;927222;105232;319978;0.345093192353072;11;47;4;18;0.382978723404255
1987;6;Extremadura;Badajoz;AP;490277;357076;808654;590877;85550;144117;0.243903553531446;35;65;9;17;0.261538461538462
1987;6;Extremadura;Caceres;AP;318377;233801;808654;590877;58567;144117;0.243903553531446;30;65;8;17;0.261538461538462
1987;6;La Rioja;La Rioja;AP;202053;141808;202053;141808;50179;50179;0.353851686787769;33;33;13;13;0.393939393939394
1987;6;Murcia;Murcia;AP;702068;507584;702068;501654;159566;159566;0.318079792047906;45;45;16;16;0.355555555555556
1987;6;Aragon;NA;AP;NA;NA;927862;629712;NA;99064;0.157316360494956;NA;67;NA;13;0.194029850746269
1987;6;Illes Baleares;Illes Baleares;AP;507258;330600;507258;330600;123044;123044;0.372183908045977;59;59;25;25;0.423728813559322
1987;6;Madrid;Madrid;AP;NA;NA;NA;2384276;NA;762102;0.319636652803618;NA;96;NA;32;0.340425531914894
1987;6;Valencia;NA;AP;NA;NA;2727703;1986732;NA;476009;0.239593966372918;NA;89;NA;25;0.280898876404494
1987;6;Navarra;Navarra;(UPN-)AP/PP;NA;NA;NA;279445;NA;11985;0.042888582726476;NA;50;NA;2;0.04
1987;6;Canarias;NA;AIC;NA;NA;NA;663642;NA;133660;NA;NA;60;NA;13;NA
1986;6;Andalucia;NA;PSOE;NA;NA;4824849;3349679;NA;1581513;0.472138673586335;NA;109;NA;60;0.55045871559633
1986;11;Pais Vasco;Álava;PSE-PSOE;NA;139106;NA;1144075;34806;252233;0.220468937788169;25;75;7;19;0.253333333333333
1986;11;Pais Vasco;Guipúzcoa;PSE-PSOE;NA;369998;NA;1144075;74040;252233;0.220468937788169;25;75;6;19;0.253333333333333
1986;11;Pais Vasco;Vizcaya;PSE-PSOE;NA;634971;NA;1144075;143387;252233;0.220468937788169;25;75;6;19;0.253333333333333
1986;11;Pais Vasco;Álava;PNV;NA;139106;NA;1144075;28103;271208;0.23705438891681;25;75;5;17;0.226666666666667
1986;11;Pais Vasco;Guipúzcoa;PNV;NA;369998;NA;1144075;59339;271208;0.23705438891681;25;75;4;17;0.226666666666667
1986;11;Pais Vasco;Vizcaya;PNV;NA;634971;NA;1144075;183766;271208;0.23705438891681;25;75;8;17;0.226666666666667
1986;6;Andalucia;NA;PA;NA;NA;4824849;3349679;NA;196947;0.058795783118323;NA;109;NA;2;0.018348623853211
1986;6;Andalucia;NA;IU;NA;NA;4824849;3349679;NA;598889;0.178789967635705;NA;109;NA;19;0.174311926605505
1986;11;Pais Vasco;NA;IU;NA;NA;NA;1144075;NA;5675;0.004960339138605;25;75;2;0;0
1986;11;Pais Vasco;Álava;HB;NA;139106;NA;1144075;17912;199900;0.174726307278806;25;75;3;13;0.173333333333333
1986;11;Pais Vasco;Guipúzcoa;HB;NA;369998;NA;1144075;80255;199900;0.174726307278806;25;75;6;13;0.173333333333333
1986;11;Pais Vasco;Vizcaya;HB;NA;634971;NA;1144075;101773;199900;0.174726307278806;25;75;4;13;0.173333333333333
1986;11;Pais Vasco;Álava;EE;NA;139106;NA;1144075;15277;124423;0.108754233769639;25;75;3;9;0.12
1986;11;Pais Vasco;Guipúzcoa;EE;NA;369998;NA;1144075;44030;124423;0.108754233769639;25;75;3;9;0.12
1986;11;Pais Vasco;Vizcaya;EE;NA;634971;NA;1144075;65116;124423;0.108754233769639;25;75;3;9;0.12
1986;11;Pais Vasco;Álava;EA;NA;139106;NA;1144075;20349;181175;0.158359373292835;25;75;4;13;0.173333333333333
1986;11;Pais Vasco;Guipúzcoa;EA;NA;369998;NA;1144075;85905;181175;0.158359373292835;25;75;6;13;0.173333333333333
1986;11;Pais Vasco;Vizcaya;EA;NA;634971;NA;1144075;74921;181175;0.158359373292835;25;75;3;13;0.173333333333333
1986;6;Andalucia;NA;CDS;NA;NA;4824849;3349679;NA;109678;0.032742838940687;NA;109;NA;0;0
1986;11;Pais Vasco;Álava;CDS;NA;139106;NA;1144075;11195;40445;0.035351703341127;25;75;2;2;0.026666666666667
1986;11;Pais Vasco;Guipúzcoa;CDS;NA;369998;NA;1144075;8863;40445;0.035351703341127;25;75;0;2;0.026666666666667
1986;11;Pais Vasco;Vizcaya;CDS;NA;634971;NA;1144075;20387;40445;0.035351703341127;25;75;0;2;0.026666666666667
1986;6;Andalucia;NA;AP;NA;NA;4824849;3349679;NA;745485;0.22255416115992;NA;109;NA;28;0.256880733944954
1986;11;Pais Vasco;Álava;AP;NA;139106;NA;1144075;9584;55606;0.048603456941197;25;75;1;2;0.026666666666667
1986;11;Pais Vasco;Guipúzcoa;AP;NA;369998;NA;1144075;13258;55606;0.048603456941197;25;75;0;2;0.026666666666667
1986;11;Pais Vasco;Vizcaya;AP;NA;634971;NA;1144075;32764;55606;0.048603456941197;25;75;1;2;0.026666666666667
1985;11;Galicia;La Coruña;PSOE;862564;501637;2226449;1253937;162247;361946;0.288647675281932;22;71;8;22;0.309859154929577
1985;11;Galicia;Lugo;PSOE;339409;191401;2226449;1253937;46627;361946;0.288647675281932;15;71;4;22;0.309859154929577
1985;11;Galicia;Orense;PSOE;345650;171817;2226449;1253937;44075;361946;0.288647675281932;15;71;4;22;0.309859154929577
1985;11;Galicia;Pontevedra;PSOE;678826;397709;2226449;1253937;108997;361946;0.288647675281932;19;71;6;22;0.309859154929577
1985;11;Galicia;La Coruña;PCG;862564;501637;2226449;1253937;49800;163425;0.130329514162195;22;71;2;11;0.154929577464789
1985;11;Galicia;Lugo;PCG;339409;191401;2226449;1253937;39080;163425;0.130329514162195;15;71;3;11;0.154929577464789
1985;11;Galicia;Orense;PCG;345650;171817;2226449;1253937;39186;163425;0.130329514162195;15;71;4;11;0.154929577464789
1985;11;Galicia;Pontevedra;PCG;678826;397709;2226449;1253937;35359;163425;0.130329514162195;19;71;2;11;0.154929577464789
1985;11;Galicia;La Coruña;PCE;862564;501637;2226449;1253937;799;1554;0.001239296711079;22;71;0;0;0
1985;11;Galicia;Lugo;PCE;339409;191401;2226449;1253937;199;1554;0.001239296711079;15;71;0;0;0
1985;11;Galicia;Orense;PCE;345650;171817;2226449;1253937;0;1554;0.001239296711079;15;71;0;0;0
1985;11;Galicia;Pontevedra;PCE;678826;397709;2226449;1253937;556;1554;0.001239296711079;19;71;0;0;0
1985;11;Galicia;La Coruña;CDS;862564;501637;2226449;1253937;16981;41411;0.033024785136733;22;71;0;0;0
1985;11;Galicia;Lugo;CDS;339409;191401;2226449;1253937;4742;41411;0.033024785136733;15;71;0;0;0
1985;11;Galicia;Orense;CDS;345650;171817;2226449;1253937;4973;41411;0.033024785136733;15;71;0;0;0
1985;11;Galicia;Pontevedra;CDS;678826;397709;2226449;1253937;14715;41411;0.033024785136733;19;71;0;0;0
1985;11;Galicia;La Coruña;BNG;862564;501637;2226449;1253937;25970;53072;0.042324295399211;22;71;1;1;0.014084507042254
1985;11;Galicia;Lugo;BNG;339409;191401;2226449;1253937;6260;53072;0.042324295399211;15;71;0;1;0.014084507042254
1985;11;Galicia;Orense;BNG;345650;171817;2226449;1253937;5210;53072;0.042324295399211;15;71;0;1;0.014084507042254
1985;11;Galicia;Pontevedra;BNG;678826;397709;2226449;1253937;15632;53072;0.042324295399211;19;71;0;1;0.014084507042254
1985;11;Galicia;La Coruña;AP;862564;501637;2226449;1253937;190536;516218;0.411677779665167;22;71;10;34;0.47887323943662
1985;11;Galicia;Lugo;AP;339409;191401;2226449;1253937;85904;516218;0.411677779665167;15;71;8;34;0.47887323943662
1985;11;Galicia;Orense;AP;345650;171817;2226449;1253937;68945;516218;0.411677779665167;15;71;7;34;0.47887323943662
1985;11;Galicia;Pontevedra;AP;678826;397709;2226449;1253937;171013;516218;0.411677779665167;19;71;9;34;0.47887323943662
1984;2;Pais Vasco;Álava;PSE-PSOE;NA;124622;NA;1074028;31485;247786;0.230707206888461;25;75;7;19;0.253333333333333
1984;2;Pais Vasco;Guipúzcoa;PSE-PSOE;NA;353355;NA;1074028;78208;247786;0.230707206888461;25;75;6;19;0.253333333333333
1984;2;Pais Vasco;Vizcaya;PSE-PSOE;NA;596051;NA;1074028;138093;247786;0.230707206888461;25;75;6;19;0.253333333333333
1984;4;Catalonia;NA;PSC-PSOE;NA;NA;4494340;2863203;NA;866281;0.302556612297486;NA;135;NA;41;0.303703703703704
1984;2;Pais Vasco;Álava;PNV;NA;124622;NA;1074028;44583;451178;0.420080295858209;25;75;9;32;0.426666666666667
1984;2;Pais Vasco;Guipúzcoa;PNV;NA;353355;NA;1074028;144684;451178;0.420080295858209;25;75;11;32;0.426666666666667
1984;2;Pais Vasco;Vizcaya;PNV;NA;596051;NA;1074028;261911;451178;0.420080295858209;25;75;12;32;0.426666666666667
1984;2;Pais Vasco;NA;PCE;NA;NA;NA;1074028;NA;14985;0.013952150223272;NA;75;NA;0;0
