year;month;AC;province;party;nElectoresProvince;nVotosCandidaturasProvince;nElectoresAC;nVotosCandidaturaAC;nVotosPartyProv;sumVotesEachPartyACTotal;sumVotesEachPartyACTotalDividedBynVotosCandidaturaAC;totalDepsProv;totalDepsAvailableInAC;nDepsPerProvPerYear;totalDepsPerPartyPerAC;totalDepsPerPartyPerACDividedByTotalDepsAvailablePerAC
2019;5;Castilla y Leon;NA;XAV;NA;NA;NA;1357813;NA;9447;NA;NA;81;NA;1;NA
2019;5;Aragon;NA;VOX;NA;NA;NA;662753;NA;40671;NA;NA;67;NA;3;NA
2019;5;Cantabria;NA;VOX;NA;NA;NA;322723;NA;16496;NA;NA;35;NA;2;NA
2019;5;Castilla y Leon;NA;VOX;NA;NA;NA;1357813;NA;75306;NA;NA;81;NA;1;NA
2019;5;Madrid;NA;VOX;NA;NA;NA;3222839;NA;287667;NA;NA;132;NA;12;NA
2019;5;Navarra;NA;VOX;NA;NA;NA;345462;NA;4401;NA;NA;50;NA;0;NA
2019;5;Asturias;NA;VOX;NA;NA;NA;525846;NA;34210;NA;NA;45;NA;2;NA
2019;4;Valencia;NA;VOX;NA;NA;NA;2638536;NA;281608;NA;NA;99;NA;10;NA
2019;5;Murcia;NA;VOX;NA;NA;NA;647913;NA;61591;NA;NA;45;NA;4;NA
2019;5;La Rioja;NA;VOX;NA;NA;NA;161046;NA;6277;NA;NA;33;NA;0;NA
2019;5;Illes Baleares;NA;VOX;NA;NA;NA;422599;NA;34668;NA;NA;59;NA;3;NA
2019;5;Extremadura;NA;VOX;NA;NA;NA;235283;NA;11012;NA;NA;29;NA;0;NA
2019;5;Canarias;NA;VOX;NA;NA;NA;881784;NA;22021;NA;NA;61;NA;0;NA
2019;5;Castilla-La Mancha;NA;VOX;NA;NA;NA;1069007;NA;75636;NA;NA;33;NA;0;NA
2019;5;Castilla y Leon;NA;UPL;NA;NA;NA;1357813;NA;27983;NA;NA;81;NA;1;NA
2019;5;Aragon;NA;PSOE;NA;NA;NA;662753;NA;206400;NA;NA;67;NA;24;NA
2019;5;Cantabria;NA;PSOE;NA;NA;NA;322723;NA;57383;NA;NA;35;NA;7;NA
2019;5;Castilla y Leon;NA;PSOE;NA;NA;NA;1357813;NA;478110;NA;NA;81;NA;35;NA
2019;5;Madrid;NA;PSOE;NA;NA;NA;3222839;NA;884218;NA;NA;132;NA;37;NA
2019;5;Asturias;NA;PSOE;NA;NA;NA;525846;NA;187462;NA;NA;45;NA;20;NA
2019;4;Valencia;NA;PSOE;NA;NA;NA;2638536;NA;643909;NA;NA;99;NA;27;NA
2019;5;Murcia;NA;PSOE;NA;NA;NA;647913;NA;211259;NA;NA;45;NA;17;NA
2019;5;La Rioja;NA;PSOE;NA;NA;NA;161046;NA;62925;NA;NA;33;NA;15;NA
2019;5;Illes Baleares;NA;PSOE;NA;NA;NA;422599;NA;116496;NA;NA;59;NA;19;NA
2019;5;Extremadura;NA;PSOE;NA;NA;NA;235283;NA;104370;NA;NA;29;NA;14;NA
2019;5;Canarias;NA;PSOE;NA;NA;NA;881784;NA;257642;NA;NA;61;NA;22;NA
2019;5;Castilla-La Mancha;NA;PSOE;NA;NA;NA;1069007;NA;475368;NA;NA;33;NA;19;NA
2019;5;Navarra;NA;PSN-PSOE;NA;NA;NA;345462;NA;71838;NA;NA;50;NA;11;NA
2019;5;Cantabria;NA;PRC;NA;NA;NA;322723;NA;122679;NA;NA;35;NA;14;NA
2019;5;Aragon;NA;PP;NA;NA;NA;662753;NA;139660;NA;NA;67;NA;16;NA
2019;5;Cantabria;NA;PP;NA;NA;NA;322723;NA;78347;NA;NA;35;NA;9;NA
2019;5;Castilla y Leon;NA;PP;NA;NA;NA;1357813;NA;432837;NA;NA;81;NA;29;NA
2019;5;Madrid;NA;PP;NA;NA;NA;3222839;NA;719852;NA;NA;132;NA;30;NA
2019;5;Asturias;NA;PP;NA;NA;NA;525846;NA;93147;NA;NA;45;NA;10;NA
2019;4;Valencia;NA;PP;NA;NA;NA;2638536;NA;508534;NA;NA;99;NA;19;NA
2019;5;Murcia;NA;PP;NA;NA;NA;647913;NA;210771;NA;NA;45;NA;16;NA
2019;5;La Rioja;NA;PP;NA;NA;NA;161046;NA;53770;NA;NA;33;NA;12;NA
2019;5;Illes Baleares;NA;PP;NA;NA;NA;422599;NA;94821;NA;NA;59;NA;16;NA
2019;5;Extremadura;NA;PP;NA;NA;NA;235283;NA;69906;NA;NA;29;NA;10;NA
2019;5;Canarias;NA;PP;NA;NA;NA;881784;NA;135573;NA;NA;61;NA;10;NA
2019;5;Castilla-La Mancha;NA;PP;NA;NA;NA;1069007;NA;307661;NA;NA;33;NA;10;NA
2019;5;Aragon;NA;Podemos;NA;NA;NA;662753;NA;54252;NA;NA;67;NA;5;NA
2019;5;Cantabria;NA;Podemos;NA;NA;NA;322723;NA;10224;NA;NA;35;NA;0;NA
2019;5;Castilla y Leon;NA;Podemos;NA;NA;NA;1357813;NA;68036;NA;NA;81;NA;1;NA
2019;5;Madrid;NA;Podemos;NA;NA;NA;3222839;NA;181231;NA;NA;132;NA;7;NA
2019;5;Navarra;NA;Podemos;NA;NA;NA;345462;NA;16518;NA;NA;50;NA;2;NA
2019;5;Asturias;NA;Podemos;NA;NA;NA;525846;NA;58674;NA;NA;45;NA;4;NA
2019;4;Valencia;NA;Podemos;NA;NA;NA;2638536;NA;215392;NA;NA;99;NA;8;NA
2019;5;Murcia;NA;Podemos;NA;NA;NA;647913;NA;36163;NA;NA;45;NA;2;NA
2019;5;La Rioja;NA;Podemos;NA;NA;NA;161046;NA;10781;NA;NA;33;NA;2;NA
2019;5;Illes Baleares;NA;Podemos;NA;NA;NA;422599;NA;41448;NA;NA;59;NA;6;NA
2019;5;Extremadura;NA;Podemos;NA;NA;NA;235283;NA;18587;NA;NA;29;NA;2;NA
2019;5;Canarias;NA;Podemos;NA;NA;NA;881784;NA;78168;NA;NA;61;NA;3;NA
2019;5;Castilla-La Mancha;NA;Podemos;NA;NA;NA;1069007;NA;74372;NA;NA;33;NA;0;NA
2019;5;Aragon;NA;PAR;NA;NA;NA;662753;NA;33978;NA;NA;67;NA;3;NA
2019;5;Canarias;NA;NCA;NA;NA;NA;881784;NA;80592;NA;NA;61;NA;4;NA
2019;5;Navarra;NA;Navarra Suma;NA;NA;NA;345462;NA;127346;NA;NA;50;NA;20;NA
2019;5;Navarra;NA;PNV/NaBai;NA;NA;NA;345462;NA;60323;NA;NA;50;NA;9;NA
2019;5;Illes Baleares;NA;MxMe;NA;NA;NA;422599;NA;5960;NA;NA;59;NA;2;NA
2019;5;Illes Baleares;NA;Més;NA;NA;NA;422599;NA;39327;NA;NA;59;NA;4;NA
2019;5;Madrid;NA;Mas Madrid;NA;NA;NA;3222839;NA;475672;NA;NA;132;NA;20;NA
2019;5;Aragon;NA;IU;NA;NA;NA;662753;NA;22229;NA;NA;67;NA;1;NA
2019;5;Navarra;NA;IU;NA;NA;NA;345462;NA;10472;NA;NA;50;NA;1;NA
2019;5;Asturias;NA;IU;NA;NA;NA;525846;NA;35174;NA;NA;45;NA;2;NA
2019;5;Castilla y Leon;NA;IU;NA;NA;NA;1357813;NA;31362;NA;NA;81;NA;0;NA
2019;5;Illes Baleares;NA;GxF+PSIB-PSOE+EUIB;NA;NA;NA;422599;NA;2032;NA;NA;59;NA;1;NA
2019;5;Asturias;NA;FAC;NA;NA;NA;525846;NA;34687;NA;NA;45;NA;2;NA
2019;5;Illes Baleares;NA;El PI;NA;NA;NA;422599;NA;31290;NA;NA;59;NA;3;NA
2019;5;Navarra;NA;EH Bildu;NA;NA;NA;345462;NA;50631;NA;NA;50;NA;7;NA
2019;5;Aragon;NA;Cs;NA;NA;NA;662753;NA;111602;NA;NA;67;NA;12;NA
2019;5;Cantabria;NA;Cs;NA;NA;NA;322723;NA;25872;NA;NA;35;NA;3;NA
2019;5;Castilla y Leon;NA;Cs;NA;NA;NA;1357813;NA;205061;NA;NA;81;NA;13;NA
2019;5;Madrid;NA;Cs;NA;NA;NA;3222839;NA;629940;NA;NA;132;NA;26;NA
2019;5;Asturias;NA;Cs;NA;NA;NA;525846;NA;74271;NA;NA;45;NA;5;NA
2019;4;Valencia;NA;Cs;NA;NA;NA;2638536;NA;470676;NA;NA;99;NA;18;NA
2019;5;Murcia;NA;Cs;NA;NA;NA;647913;NA;78139;NA;NA;45;NA;6;NA
2019;5;La Rioja;NA;Cs;NA;NA;NA;161046;NA;18738;NA;NA;33;NA;4;NA
2019;5;Illes Baleares;NA;Cs;NA;NA;NA;422599;NA;42192;NA;NA;59;NA;5;NA
2019;5;Extremadura;NA;Cs;NA;NA;NA;235283;NA;26329;NA;NA;29;NA;3;NA
2019;5;Canarias;NA;Cs;NA;NA;NA;881784;NA;65830;NA;NA;61;NA;2;NA
2019;5;Castilla-La Mancha;NA;Cs;NA;NA;NA;1069007;NA;122619;NA;NA;33;NA;4;NA
2019;4;Valencia;NA;COMPROMIS;NA;NA;NA;2638536;NA;443640;NA;NA;99;NA;17;NA
2019;5;Aragon;NA;CHA;NA;NA;NA;662753;NA;41879;NA;NA;67;NA;3;NA
2019;5;Canarias;NA;CC;NA;NA;NA;881784;NA;194846;NA;NA;61;NA;17;NA
2019;5;Canarias;NA;ASG;NA;NA;NA;881784;NA;6215;NA;NA;61;NA;3;NA
2018;12;Andalucia;NA;VOX;NA;NA;NA;3553810;NA;395978;NA;NA;109;NA;12;NA
2018;12;Andalucia;NA;PSOE;NA;NA;NA;3553810;NA;1009243;NA;NA;109;NA;33;NA
2018;12;Andalucia;NA;PP;NA;NA;NA;3553810;NA;749275;NA;NA;109;NA;26;NA
2018;12;Andalucia;NA;Podemos;NA;NA;NA;3553810;NA;584040;NA;NA;109;NA;17;NA
2018;12;Andalucia;NA;Cs;NA;NA;NA;3553810;NA;659631;NA;NA;109;NA;21;NA
2018;12;Andalucia;NA;AA;NA;NA;NA;3553810;NA;584040;NA;NA;109;NA;17;NA
2017;12;Catalonia;NA;PSC-PSOE;NA;NA;NA;4357368;NA;606659;NA;NA;135;NA;17;NA
2017;12;Catalonia;NA;PP;NA;NA;NA;4357368;NA;185670;NA;NA;135;NA;4;NA
2017;12;Catalonia;NA;Podemos;NA;NA;NA;4357368;NA;326360;NA;NA;135;NA;8;NA
2017;12;Catalonia;NA;Junts per Catalunya;NA;NA;NA;4357368;NA;948233;NA;NA;135;NA;34;NA
2017;12;Catalonia;NA;ERC;NA;NA;NA;4357368;NA;935861;NA;NA;135;NA;32;NA
2017;12;Catalonia;NA;CUP;NA;NA;NA;4357368;NA;195246;NA;NA;135;NA;4;NA
2017;12;Catalonia;NA;Cs;NA;NA;NA;4357368;NA;1109732;NA;NA;135;NA;36;NA
2016;9;Galicia;La Coruña;PSOE;1087293;575442;2701932;1420381;99934;256381;0.18050156964927;25;75;5;14;0.186666666666667
2016;9;Galicia;Lugo;PSOE;348244;182520;2701932;1420381;35099;256381;0.18050156964927;14;75;3;14;0.186666666666667
2016;9;Galicia;Orense;PSOE;364398;174609;2701932;1420381;31006;256381;0.18050156964927;14;75;2;14;0.186666666666667
2016;9;Galicia;Pontevedra;PSOE;901997;487810;2701932;1420381;90342;256381;0.18050156964927;22;75;4;14;0.186666666666667
2016;9;Pais Vasco;Álava;PSE-PSOE;254761;150013;1783419;1059004;19489;126420;0.119376319636186;25;75;3;9;0.12
2016;9;Pais Vasco;Guipúzcoa;PSE-PSOE;581022;341837;1783419;1059004;40425;126420;0.119376319636186;25;75;3;9;0.12
2016;9;Pais Vasco;Vizcaya;PSE-PSOE;947636;567154;1783419;1059004;66506;126420;0.119376319636186;25;75;3;9;0.12
2016;9;Galicia;La Coruña;PP;1087293;575442;2701932;1420381;278295;682150;0.480258465862329;25;75;13;41;0.546666666666667
2016;9;Galicia;Lugo;PP;348244;182520;2701932;1420381;97323;682150;0.480258465862329;14;75;8;41;0.546666666666667
2016;9;Galicia;Orense;PP;364398;174609;2701932;1420381;93487;682150;0.480258465862329;14;75;9;41;0.546666666666667
2016;9;Galicia;Pontevedra;PP;901997;487810;2701932;1420381;213045;682150;0.480258465862329;22;75;11;41;0.546666666666667
2016;9;Pais Vasco;Álava;PP;254761;150013;1783419;1059004;27877;107771;0.101766376708681;25;75;5;9;0.12
2016;9;Pais Vasco;Guipúzcoa;PP;581022;341837;1783419;1059004;24766;107771;0.101766376708681;25;75;2;9;0.12
2016;9;Pais Vasco;Vizcaya;PP;947636;567154;1783419;1059004;55128;107771;0.101766376708681;25;75;2;9;0.12
2016;9;Galicia;La Coruña;Podemos;1087293;575442;2701932;1420381;112893;273523;0.192570162512734;25;75;5;14;0.186666666666667
2016;9;Galicia;Lugo;Podemos;348244;182520;2701932;1420381;28285;273523;0.192570162512734;14;75;2;14;0.186666666666667
2016;9;Galicia;Orense;Podemos;364398;174609;2701932;1420381;24222;273523;0.192570162512734;14;75;2;14;0.186666666666667
2016;9;Galicia;Pontevedra;Podemos;901997;487810;2701932;1420381;108123;273523;0.192570162512734;22;75;5;14;0.186666666666667
2016;9;Pais Vasco;Álava;Podemos;254761;150013;1783419;1059004;24339;157334;0.148567899649104;25;75;4;11;0.146666666666667
2016;9;Pais Vasco;Guipúzcoa;Podemos;581022;341837;1783419;1059004;48800;157334;0.148567899649104;25;75;3;11;0.146666666666667
2016;9;Pais Vasco;Vizcaya;Podemos;947636;567154;1783419;1059004;84195;157334;0.148567899649104;25;75;4;11;0.146666666666667
2016;9;Pais Vasco;Álava;PNV;254761;150013;1783419;1059004;42327;398168;0.375983471261676;25;75;8;28;0.373333333333333
2016;9;Pais Vasco;Guipúzcoa;PNV;581022;341837;1783419;1059004;117260;398168;0.375983471261676;25;75;9;28;0.373333333333333
2016;9;Pais Vasco;Vizcaya;PNV;947636;567154;1783419;1059004;238581;398168;0.375983471261676;25;75;11;28;0.373333333333333
2016;9;Pais Vasco;Álava;EH Bildu;254761;150013;1783419;1059004;26899;225172;0.212626203489316;25;75;5;18;0.24
2016;9;Pais Vasco;Guipúzcoa;EH Bildu;581022;341837;1783419;1059004;98663;225172;0.212626203489316;25;75;8;18;0.24
2016;9;Pais Vasco;Vizcaya;EH Bildu;947636;567154;1783419;1059004;99610;225172;0.212626203489316;25;75;5;18;0.24
2016;9;Galicia;La Coruña;Cs;1087293;575442;2701932;1420381;19419;48553;0.034183081863247;25;75;0;0;0
2016;9;Galicia;Lugo;Cs;348244;182520;2701932;1420381;5117;48553;0.034183081863247;14;75;0;0;0
2016;9;Galicia;Orense;Cs;364398;174609;2701932;1420381;4864;48553;0.034183081863247;14;75;0;0;0
2016;9;Galicia;Pontevedra;Cs;901997;487810;2701932;1420381;19153;48553;0.034183081863247;22;75;0;0;0
2016;9;Pais Vasco;Álava;Cs;254761;150013;1783419;1059004;4784;21477;0.020280376655801;25;75;0;0;0
2016;9;Pais Vasco;Guipúzcoa;Cs;581022;341837;1783419;1059004;5730;21477;0.020280376655801;25;75;0;0;0
2016;9;Pais Vasco;Vizcaya;Cs;947636;567154;1783419;1059004;10963;21477;0.020280376655801;25;75;0;0;0
2016;9;Galicia;La Coruña;BNG;1087293;575442;2701932;1420381;51246;119446;0.084094338068448;25;75;2;6;0.08
2016;9;Galicia;Lugo;BNG;348244;182520;2701932;1420381;13579;119446;0.084094338068448;14;75;1;6;0.08
2016;9;Galicia;Orense;BNG;364398;174609;2701932;1420381;10558;119446;0.084094338068448;14;75;1;6;0.08
2016;9;Galicia;Pontevedra;BNG;901997;487810;2701932;1420381;44063;119446;0.084094338068448;22;75;2;6;0.08
2015;5;Navarra;Navarra;UPN;501267;331285;501267;331285;92705;92705;0.279834583515704;50;50;15;15;0.3
2015;5;Castilla y Leon;NA;UPL;NA;NA;2145628;1329781;NA;19176;0.014420419602927;NA;84;NA;1;0.011904761904762
2015;3;Andalucia;NA;PSOE;NA;NA;6462627;3930416;NA;1411278;0.35906580881006;NA;109;NA;47;0.431192660550459
2015;5;Cantabria;Cantabria;PSOE;499684;315271;499684;315271;44014;44014;0.139606877892353;35;35;5;5;0.142857142857143
2015;5;Castilla y Leon;NA;PSOE;NA;NA;2145628;1329781;NA;353575;0.265889646490663;NA;84;NA;25;0.297619047619048
2015;5;Castilla-La Mancha;NA;PSOE;NA;NA;NA;1076342;NA;395544;0.367489143785154;NA;33;NA;15;0.454545454545455
2015;5;Extremadura;Badajoz;PSOE;NA;386515;NA;630079;171203;265015;NA;36;65;18;30;0.461538461538462
2015;5;Extremadura;Caceres;PSOE;351671;243564;NA;630079;93812;265015;NA;29;65;12;30;0.461538461538462
2015;5;La Rioja;La Rioja;PSOE;247663;160434;247663;160434;43689;43689;0.272317588541082;33;33;10;10;0.303030303030303
2015;5;Madrid;Madrid;PSOE;4880495;3139858;4880495;3139858;807385;807385;0.257140609543489;129;129;37;37;0.286821705426357
2015;5;Murcia;Murcia;PSOE;NA;NA;NA;622500;153231;153231;0.24615421686747;45;45;13;13;0.288888888888889
2015;5;Canarias;NA;PSOE;NA;NA;NA;892846;NA;180669;0.202351805350531;30;60;2;15;0.25
2015;5;Aragon;NA;PSOE;NA;NA;1020106;654634;NA;143096;0.218589318611621;NA;67;NA;18;0.26865671641791
2015;5;Asturias;Asturias;PSOE;NA;NA;NA;533074;NA;143851;0.269851840457422;45;45;14;14;0.311111111111111
2015;5;Illes Baleares;Mallorca;PSOE;NA;341505;NA;423779;63045;81798;0.193020418661614;59;59;7;15;0.254237288135593
2015;5;Illes Baleares;Menorca;PSOE;NA;36614;NA;423779;8461;81798;0.193020418661614;59;59;3;15;0.254237288135593
2015;5;Illes Baleares;Ibiza;PSOE;NA;42367;NA;423779;10292;81798;0.193020418661614;59;59;4;15;0.254237288135593
2015;5;Illes Baleares;Formentera;PSOE;NA;3293;NA;423779;2006;81798;0.193020418661614;59;59;1;15;0.254237288135593
2015;5;Valencia;NA;PSOE;NA;NA;3609265;2441180;NA;509098;0.208545867162602;NA;99;NA;23;0.232323232323232
2015;5;Navarra;Navarra;PSN-PSOE;501267;331285;501267;331285;45164;45164;0.136329746290958;50;50;7;7;0.14
2015;5;Illes Baleares;Mallorca;PSM;NA;341505;NA;423779;59617;59617;0.140679457925003;59;59;6;6;0.101694915254237
2015;5;Illes Baleares;Menorca;PSM;NA;36614;NA;423779;0;59617;0.140679457925003;59;59;0;6;0.101694915254237
2015;5;Illes Baleares;Ibiza;PSM;NA;42367;NA;423779;0;59617;0.140679457925003;59;59;0;6;0.101694915254237
2015;5;Illes Baleares;Formentera;PSM;NA;3293;NA;423779;0;59617;0.140679457925003;59;59;0;6;0.101694915254237
2015;9;Catalonia;NA;PSC-PSOE;NA;NA;5510853;4092349;NA;523283;0.127868615311157;NA;135;NA;16;0.118518518518519
2015;5;La Rioja;La Rioja;PRP;247663;160434;247663;160434;7277;7277;0.045358215839535;33;33;0;0;0
2015;5;Cantabria;Cantabria;PRC;499684;315271;499684;315271;93149;93149;0.295456924360312;35;35;12;12;0.342857
2015;3;Andalucia;NA;PP;NA;NA;6462627;3930416;NA;1065685;0.271137966057537;NA;109;NA;33;0.302752293577982
2015;5;Cantabria;Cantabria;PP;499684;315271;499684;315271;101458;101458;0.321812028381932;35;35;13;13;0.371428571428571
2015;5;Castilla y Leon;NA;PP;NA;NA;2145628;1329781;NA;514301;0.386756165112902;NA;84;NA;42;0.5
2015;5;Castilla-La Mancha;NA;PP;NA;NA;NA;1076342;NA;410886;0.381742977603773;NA;33;NA;16;0.484848484848485
2015;5;Extremadura;Badajoz;PP;NA;386515;NA;630079;142147;236266;NA;36;65;15;28;0.430769230769231
2015;5;Extremadura;Caceres;PP;351671;243564;NA;630079;94119;236266;NA;29;65;13;28;0.430769230769231
2015;5;La Rioja;La Rioja;PP;247663;160434;247663;160434;63094;63094;0.393270753082264;33;33;15;15;0.454545454545455
2015;5;Madrid;Madrid;PP;4880495;3139858;4880495;3139858;1050256;1050256;0.334491559809393;129;129;48;48;0.372093023255814
2015;5;Murcia;Murcia;PP;NA;NA;NA;622500;239011;239011;0.383953413654618;45;45;22;22;0.488888888888889
2015;5;Navarra;Navarra;PP;501267;331285;501267;331285;13289;13289;0.04011349744178;50;50;2;2;0.04
2015;5;Canarias;NA;PP;NA;NA;NA;892846;NA;169065;0.189355163152436;30;60;0;12;0.2
2015;5;Aragon;NA;PP;NA;NA;1020106;654634;NA;183654;0.280544548556903;NA;67;NA;21;0.313432835820896
2015;5;Asturias;Asturias;PP;NA;NA;NA;533074;NA;117319;0.220080138967573;45;45;11;11;0.244444444444444
2015;9;Catalonia;NA;PP;NA;NA;5510853;4092349;NA;349193;0.085328255239228;NA;135;NA;11;0.081481481481482
2015;5;Illes Baleares;Mallorca;PP;NA;341505;NA;423779;96435;123183;0.290677452162566;59;59;10;20;0.338983050847458
2015;5;Illes Baleares;Menorca;PP;NA;36614;NA;423779;11557;123183;0.290677452162566;59;59;5;20;0.338983050847458
2015;5;Illes Baleares;Ibiza;PP;NA;42367;NA;423779;14287;123183;0.290677452162566;59;59;5;20;0.338983050847458
2015;5;Illes Baleares;Formentera;PP;NA;3293;NA;423779;904;123183;0.290677452162566;59;59;0;20;0.338983050847458
2015;5;Valencia;NA;PP;NA;NA;3609265;2441180;NA;658612;0.269792477408466;NA;99;NA;31;0.313131313131313
2015;3;Andalucia;NA;Podemos;NA;NA;6462627;3930416;NA;592133;0.150654027461724;NA;109;NA;15;0.137614678899083
2015;5;Cantabria;Cantabria;Podemos;499684;315271;499684;315271;27752;27752;0.088025857119748;35;35;3;3;0.085714285714286
2015;5;Castilla y Leon;NA;Podemos;NA;NA;2145628;1329781;NA;165475;0.124437783364328;NA;84;NA;10;0.119047619047619
2015;5;Castilla-La Mancha;NA;Podemos;NA;NA;NA;1076342;NA;106565;0.099006635437435;NA;33;NA;2;0.060606060606061
2015;5;Extremadura;Badajoz;Podemos;NA;386515;NA;630079;28565;51216;NA;36;65;3;6;0.092307692307692
2015;5;Extremadura;Caceres;Podemos;351671;243564;NA;630079;22651;51216;NA;29;65;3;6;0.092307692307692
2015;5;La Rioja;La Rioja;Podemos;247663;160434;247663;160434;18319;18319;0.114184025829936;33;33;4;4;0.121212121212121
2015;5;Madrid;Madrid;Podemos;4880495;3139858;4880495;3139858;591697;591697;0.18844705715991;129;129;27;27;0.209302325581395
2015;5;Murcia;Murcia;Podemos;NA;NA;NA;622500;84577;84577;0.135866666666667;45;45;6;6;0.133333333333333
2015;5;Navarra;Navarra;Podemos;501267;331285;501267;331285;46207;46207;0.139478092880752;50;50;7;7;0.14
2015;5;Canarias;NA;Podemos;NA;NA;NA;892846;NA;132159;0.148019927288693;30;60;5;7;0.116666666666667
2015;5;Aragon;NA;Podemos;NA;NA;1020106;654634;NA;137325;0.209773705612602;NA;67;NA;14;0.208955223880597
2015;5;Asturias;Asturias;Podemos;NA;NA;NA;533074;NA;103571;0.194290098560425;45;45;9;9;0.2
2015;5;Illes Baleares;Mallorca;Podemos;NA;341505;NA;423779;50773;63872;0.150720068715061;59;59;5;10;0.169491525423729
2015;5;Illes Baleares;Menorca;Podemos;NA;36614;NA;423779;5208;63872;0.150720068715061;59;59;2;10;0.169491525423729
2015;5;Illes Baleares;Ibiza;Podemos;NA;42367;NA;423779;7508;63872;0.150720068715061;59;59;3;10;0.169491525423729
2015;5;Illes Baleares;Formentera;Podemos;NA;3293;NA;423779;383;63872;0.150720068715061;59;59;0;10;0.169491525423729
2015;5;Valencia;NA;Podemos;NA;NA;3609265;2441180;NA;282389;0.115677254442524;NA;99;NA;13;0.131313131313131
2015;9;Catalonia;NA;Podemos;NA;NA;5510853;4092349;NA;367613;0.089829337624919;NA;135;NA;11;0.081481481481482
2015;5;Aragon;NA;PAR;NA;NA;1020106;654634;NA;45846;0.07003302608786;NA;67;NA;6;0.08955223880597
2015;3;Andalucia;NA;PA;NA;NA;6462627;3930416;NA;60645;0.015429664442644;NA;109;NA;0;0
2015;5;Canarias;NA;NCA;NA;NA;NA;892846;NA;93152;0.104331542057645;30;60;5;5;0.083333333333333
2015;5;Navarra;Navarra;PNV/NaBai;501267;331285;501267;331285;53497;53497;0.161483314970494;50;50;9;9;0.18
2015;9;Catalonia;NA;Junts pel Sí;NA;NA;5510853;4092349;NA;1628714;0.397990005251263;NA;135;NA;62;0.459259259259259
2015;3;Andalucia;NA;IU;NA;NA;6462627;3930416;NA;274426;0.069821107994675;NA;109;NA;5;0.045871559633028
2015;5;Cantabria;Cantabria;IU;499684;315271;499684;315271;7937;7937;0.025175166761294;35;35;0;0;0
2015;5;Castilla y Leon;NA;IU;NA;NA;2145628;1329781;NA;56516;0.042500231241084;NA;84;NA;1;0.011904761904762
2015;5;Extremadura;Badajoz;IU;NA;386515;NA;630079;18708;27122;NA;36;65;0;0;0
2015;5;Extremadura;Caceres;IU;351671;243564;NA;630079;8414;27122;NA;29;65;0;0;0
2015;5;La Rioja;La Rioja;IU;247663;160434;247663;160434;6797;6797;0.042366331326278;33;33;0;0;0
2015;5;Madrid;Madrid;IU;4880495;3139858;4880495;3139858;132207;132207;0.042106044286079;129;129;0;0;0
2015;5;Navarra;Navarra;IU;501267;331285;501267;331285;12482;12482;0.037677528412092;50;50;2;2;0.04
2015;5;Canarias;NA;IU;NA;NA;NA;892846;NA;20029;NA;NA;60;NA;0;NA
2015;5;Aragon;NA;IU;NA;NA;1020106;654634;NA;28184;0.043053064765961;NA;67;NA;1;0.014925373134328
2015;5;Asturias;Asturias;IU;NA;NA;NA;533074;NA;64868;0.121686670143357;45;45;3;3;0.066666666666667
2015;5;Valencia;NA;IU;NA;NA;3609265;2441180;NA;106917;0.043797261979862;NA;99;NA;0;0
2015;5;Asturias;Asturias;FAC;NA;NA;NA;533074;NA;44480;0.083440572978611;45;45;3;3;0.066666666666667
2015;5;Navarra;Navarra;EH Bildu;501267;331285;501267;331285;48166;48166;0.145391430339436;50;50;8;8;0.16
2015;9;Catalonia;NA;CUP;NA;NA;5510853;4092349;NA;337794;0.082542813430624;NA;135;NA;10;0.074074074074074
2015;3;Andalucia;NA;Cs;NA;NA;6462627;3930416;NA;369896;0.094111157699338;NA;109;NA;9;0.08256880733945
2015;5;Cantabria;Cantabria;Cs;499684;315271;499684;315271;21724;21724;0.06890579850351;35;35;2;2;0.057142857142857
2015;5;Castilla y Leon;NA;Cs;NA;NA;2145628;1329781;NA;139954;0.105245901392786;NA;84;NA;5;0.05952380952381
2015;5;Extremadura;Badajoz;Cs;NA;386515;NA;630079;15447;28010;NA;36;65;0;1;0.015384615384615
2015;5;Extremadura;Caceres;Cs;351671;243564;NA;630079;12563;28010;NA;29;65;1;1;0.015384615384615
2015;5;La Rioja;La Rioja;Cs;247663;160434;247663;160434;17042;17042;0.106224366406123;33;33;4;4;0.121212121212121
2015;5;Madrid;Madrid;Cs;4880495;3139858;4880495;3139858;385836;385836;0.122883264147614;129;129;17;17;0.131782945736434
2015;5;Murcia;Murcia;Cs;NA;NA;NA;622500;80459;80459;0.12925140562249;45;45;4;4;0.088888888888889
2015;5;Navarra;Navarra;Cs;501267;331285;501267;331285;9993;9993;0.030164359992152;50;50;0;0;0
2015;5;Canarias;NA;Cs;NA;NA;NA;892846;NA;53981;NA;NA;60;NA;0;NA
2015;5;Aragon;NA;Cs;NA;NA;1020106;654634;NA;62907;0.096094917159818;NA;67;NA;5;0.074626865671642
2015;5;Asturias;Asturias;Cs;NA;NA;NA;533074;NA;38687;0.072573413822471;45;45;3;3;0.066666666666667
2015;9;Catalonia;NA;Cs;NA;NA;5510853;4092349;NA;736364;0.179936755149671;NA;135;NA;25;0.185185185185185
2015;5;Illes Baleares;Mallorca;Cs;NA;341505;NA;423779;25651;28589;0.067462049794822;59;59;2;2;0.033898305084746
